kode_produk,HNA,HET,UOM,berat_gram,panjang_cm,lebar_cm,tinggi_cm,is_life_saving,volume_cm3,kategori_pengiriman
COMP092,871250,1176187.5,BOX,0.67,24,9,9,0,"2,058",3
BIOI003,4046232.9,5462414.5,BOX,1.02,23,22,9,0,"4,265",3
RAPI001,2507500,3385125,BOX,0.1,14,7,6,0,588,3
RAPI002,2507500,3385125,BOX,0.3,7,14,6,0,588,3
RAPI003,5057500,6827625,BOX,4.97,35,26,14,0,"12,336",3
STER010,1123630.3,1516900.65,Ea,2.5,20,10,10,0,"2,000",3
STER017,2163424.25,2920622.95,Ea,3.9,21,21,25,0,"11,025",3
BOWI002,2616369.7,3532099.35,BOX,3.8,32,24,15,0,"11,520",3
LEAD001,110500,149175,Ea,0.1,12,55,1,0,858,3
SUPE001,3315000,4475250,BOX,0.4,13,13,10,0,"1,690",3
ETOC001,4760000,6426000,BOX,0.2,20,19,19,0,"7,220",3
GASP003,1062500,1434375,BOX,0.13,0,17,23,0,24,3
ATTE001,4301000,5806350,BOX,0.1,19,13,8,0,"2,102",3
LEAD003,153000,206550,ROL,140,14,4,3,0,405,3
STER024,2156438.1,2911191.35,ROL,"1,062.00",43,22,43,0,"40,205",3
STER026,888424.25,1199372.95,ROL,"1,062.00",43,22,43,0,"40,205",3
CHEM001,419050,565717.5,BOX,100,13,14,2,0,364,3
ETOC002,5610000,7573500,BOX,"2,354.00",19,22,22,0,"9,391",3
INEX001,2890000,3901500,BOX,976,2,1,1,0,"1,975",3
CREP002,3060000,4131000,CS,"16,279.00",101,58,9,0,"52,267",3
PLAS006,382500,516375,ROL,3.32,27,14,29,0,"11,042",3
STEA002,1857233,2507264.55,BOX,700,17,24,13,0,"5,304",3
STEA003,291550,393592.5,BAG,700,23,17,0,0,38,3
MINI003,26435000,35687250,UNT,"1,680.00",28,21,13,0,"7,644",3
VHTR003,1495150,2018452.5,BAG,156,25,0,25,0,"2,203",3
CLAS001,2380000,3213000,Ea,167.8,18,36,5,0,"3,053",3
CLAS004,2422500,3270375,Ea,105.7,36,18,5,0,"3,053",3
CLAS006,2422500,3270375,Ea,105.7,36,18,5,0,"3,053",3
CLAS011,2380000,3213000,Ea,167.8,18,36,5,0,"3,053",3
CLAS012,2380000,3213000,Ea,167.8,18,36,5,0,"3,053",3
CLAS002,2380000,3213000,Ea,167.8,18,36,5,0,"3,053",3
STER021,764150,1031602.5,BOX,20,15,12,7,0,"1,260",3
STER022,764150,1031602.5,BOX,20,15,12,7,0,"1,260",3
TRAN010,687225,927753.75,BOX,10,25,17,3,0,"1,275",3
SOFT006,137887,186147.45,Ea,100,10,6,5,0,300,3
TRAN011,545700,736695,BOX,10,15,10,6,0,900,3
TEGA001,621350,838822.5,BOX,10,20,14,4,0,"1,120",3
TRAN012,1050600,1418310,BOX,30,16,15,4,0,960,3
TRAN013,1182350,1596172.5,BOX,20,25,15,4,0,"1,500",3
ANTI027,1700000,2295000,BOX,500,43,10,2,0,850,3
ANTI028,2507500,3385125,BOX,"3,084.00",55,21,13,0,"15,257",3
ANTI029,4462500,6024375,BOX,"1,500.00",90,12,7,0,"7,560",3
MULT027,1275000,1721250,BOX,907,40,20,13,0,"10,402",3
STER019,402050,542767.5,BOX,100,6,15,7,0,630,3
STER020,501500,677025,BOX,130,6,15,6,0,555,3
UDRA001,2677500,3614625,BOX,1.07,32,17,9,0,"4,677",3
ISOL001,3003900,4055265,BOX,"9,072.00",55,40,32,0,"69,419",3
CLIP001,3825000,5163750,BOX,"2,300.00",46,33,23,0,"34,914",3
SING001,3910000,5278500,BOX,700,32,14,10,0,"5,818",3
BAIR001,40349500,54471825,Ea,"4,817.00",38,38,46,0,"65,033",3
INCI005,832053.95,1123272.45,BOX,360,54,21,13,0,"15,036",3
SURG062,3222137.5,4349886.05,Ea,520,18,12,9,0,"1,836",3
SPNG002,1997500,2696625,BOX,"1,500.00",26,18,32,0,"16,645",3
DUMI005,23165.05,31273.2,BOX,120,4,4,11,0,228,3
DUMI006,51836.4,69978.8,BOX,92.5,11,8,5,0,228,3
DUMI007,491914.55,664084.6,BOX,850,33,11,10,0,"5,466",3
DUMO015,12856.25,17356.15,BOX,38,5,2,13,0,160,3
DURO002,22089.8,29821.4,BTL,320,7,5,18,0,551,3
FREE002,67320,90882,BOX,37.5,10,4,7,0,291,02-A
ALPE001,289000,410611.2,BOX,60,5,12,5,0,264,02-A
DOPA001,183600,260859.05,BOX,100,16,6,6,0,558,02-A
CHLO017,238000,338150.4,BOX,130,25,7,8,0,"1,225",02-A
ALPE002,144500,205305.6,BOX,33.4,2,4,5,0,31,3
ARIS002,284750,404572.8,BOX,20,16,6,2,0,217,3
NITR002,88400,125598.55,BOX,30,4,4,7,0,115,3
ONZA001,340000,483072,BOX,35,14,7,3,0,202,3
ONZA002,510000,724608,BOX,22,14,7,3,0,380,3
PLAC001,252450,358681.3,BOX,33.9,2,1,0,0,0,02-A
ANTI025,114750,163036.8,BOX,250,2,3,7,0,679,3
LEVE005,136000,193228.8,BOX,4.7,2,1,0,0,1,3
LEVE006,97750,138883.2,BOX,3.8,2,1,0,0,1,3
STES001,57800,82121.9,BOX,30,8,8,2,0,102,02-A
DUMI003,83810,119077.35,BOX,80,16,8,8,0,829,02-A
DUMI004,113900,161828.95,BOX,80,16,8,8,0,829,02-A
STES009,129200,183567.7,BOX,80,16,8,8,0,840,02-A
STES010,192950,274143.7,BOX,80,17,7,7,0,866,02-A
DUMI008,25712.5,36532.15,BTL,146,4,4,11,0,228,3
DIAZ003,75905,107845.45,BOX,50,18,8,7,0,"1,369",3
DIAZ004,113900,161828.95,BOX,50,18,8,7,0,"1,369",3
SYST005,44753.35,60417.15,BTL,5.3,3,3,8,0,95,3
SYST006,65378.6,88261.45,BTL,5.3,3,3,7,0,70,3
OPTI005,77080.55,104058.7,BTL,320,7,7,18,0,784,02-A
OPTI009,59267.95,80011.35,BTL,70,7,5,10,0,362,3
AMOS020,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS021,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS022,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS023,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS024,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS025,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS026,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS027,1445000,1950750,Ea,80,17,2,11,0,373,3
TECN094,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN096,1729750,2335162.5,Ea,80,17,2,11,0,373,3
ACRY001,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY002,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY003,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY005,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY007,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY008,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS028,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS029,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS030,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS031,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS032,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS033,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS034,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS035,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS036,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY010,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY012,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY014,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY016,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY018,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY019,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY021,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY022,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY024,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS037,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS038,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS039,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS040,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS041,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS042,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS043,1445000,1950750,Ea,80,17,2,11,0,373,3
TECN008,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN009,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN010,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN011,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN014,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN015,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN034,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN035,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN036,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN038,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN039,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN040,2397000,3235950,Ea,80,17,2,11,0,373,3
AMOS010,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS011,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS012,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS013,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS015,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS018,1445000,1950750,Ea,80,17,2,11,0,373,3
TECN026,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN028,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN029,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN030,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN031,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN032,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN033,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN076,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN081,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN082,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN084,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN108,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN112,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN121,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN124,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN125,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN127,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN128,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN129,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN131,1908250,2576137.5,Ea,80,17,2,11,0,373,3
ACRY026,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY027,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY028,1445000,1950750,Ea,80,17,2,11,0,373,3
ACRY030,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS049,1445000,1950750,Ea,80,17,2,11,0,373,3
TECN018,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN020,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN021,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN022,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN023,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN024,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN025,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN043,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN065,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN066,1729750,2335162.5,Ea,80,17,2,11,0,373,3
SENS037,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS038,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS039,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS040,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS041,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS042,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS043,1445000,1950750,Ea,80,17,2,11,0,373,3
TECN064,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN085,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN086,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN090,1729750,2335162.5,Ea,80,17,2,11,0,373,3
SENS028,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS029,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS030,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS031,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS032,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS034,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS035,1445000,1950750,Ea,80,17,2,11,0,373,3
SENS036,1445000,1950750,Ea,80,17,2,11,0,373,3
TECN150,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN133,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN134,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN135,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN137,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN138,1908250,2576137.5,Ea,80,17,2,11,0,373,3
TECN139,1908250,2576137.5,Ea,80,17,2,11,0,373,3
AMOS002,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS003,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS004,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS005,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS006,1445000,1950750,Ea,80,17,2,11,0,373,3
AMOS008,1445000,1950750,Ea,80,17,2,11,0,373,3
TECN003,2397000,3235950,Ea,80,17,2,11,0,373,3
TECN007,2397000,3235950,Ea,80,17,2,11,0,373,3
SENS013,1445000,1950750,Ea,80,17,2,11,0,373,3
TECN060,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN070,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN073,1729750,2335162.5,Ea,80,17,2,11,0,373,3
TECN165,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN198,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN200,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN190,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN192,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN194,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN195,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN196,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN197,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN185,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN186,10336000,13953600,Ea,80,17,2,11,0,373,3
TECN188,10336000,13953600,Ea,80,17,2,11,0,373,3
EMER001,1445000,1950750,BOX,380,16,12,29,0,"5,568",3
PKGA002,6247500,8434125,Ea,1,1,1,1,0,1,3
UNFO001,3570000,4819500,BOX,380,16,12,29,0,"5,568",3
THEU001,9069500,12243825,Ea,120,43,26,39,0,"43,602",3
HEAL001,625175,843986.25,Ea,40,22,7,3,0,462,1
HEAL002,757350,1022422.5,Ea,40,22,7,3,0,462,1
HEAL003,625175,843986.25,Ea,40,22,7,3,0,462,02-B
HEAL004,435200,587520,Ea,40,22,7,3,0,548,1
GALA005,1071000,1445850,Ea,1,1,1,1,0,1,3
LAMI004,1071000,1445850,Ea,1,1,1,1,0,1,3
LAMI008,1071000,1445850,Ea,1,1,1,1,0,1,3
LAMI009,1071000,1445850,Ea,1,1,1,1,0,1,3
LAMI010,1071000,1445850,Ea,1,1,1,1,0,1,3
LAMI011,1071000,1445850,Ea,160,23,10,6,0,"1,380",3
PART005,48552000,65545200,Ea,1,1,1,1,0,1,3
BIPL001,3124600,4218210,Ea,1,1,1,1,0,1,3
INST022,2050200,2767770,Ea,1,1,1,1,0,1,3
LAMI005,2295000,3098250,Ea,60,43,26,39,0,"43,602",3
STER038,7605800,10267830,Ea,"1,500.00",30,21,7,0,"4,410",3
NEXT002,1156000,1560600,Ea,1,1,1,1,0,1,3
PACK002,7140000,9639000,Ea,"1,780.00",23,19,46,0,"20,102",3
SOVE001,875500,1181925,Ea,"2,480.00",23,19,46,0,"20,102",3
FUSI001,1419500,1916325,Ea,"2,480.00",23,19,46,0,"20,102",3
PHAC001,1071000,1445850,Ea,"1,760.00",23,19,46,0,"20,102",3
SOVE002,21930000,29605500,BOX,"2,000.00",48,20,47,0,"45,120",3
AMOG001,357000,481950,Ea,160,23,10,6,0,"1,380",3
VITR002,25585000,34539750,Ea,600,36,22,11,0,"8,712",3
TIPC001,8755000,11819250,Ea,1,1,1,1,0,1,3
TIPD001,8487250,11457787.5,Ea,1,1,1,1,0,1,3
TIPS003,11407000,15399450,Ea,1,1,1,1,0,1,3
TIPS004,8755000,11819250,Ea,1,1,1,1,0,1,3
AMOL001,178500,240975,Ea,1,1,1,1,0,1,3
LDLA001,357000,481950,Ea,1,1,1,1,0,1,3
COMP097,814300000,1099305000,Ea,"67,000.00",100,80,76,0,"608,000",3
ASSE012,88230000,119110500,Ea,"1,000.00",50,25,5,0,"6,250",3
ENSU018,113764.85,153582.25,CAN,500,10,10,12,0,"1,220",3
ENSU019,113764.85,153582.25,CAN,500,10,10,12,0,"1,220",3
ENSU020,229434.55,309736.6,CAN,"1,000.00",13,13,17,0,"2,779",3
ENSU021,229434.55,309736.6,CAN,"1,000.00",13,13,17,0,"2,789",3
ENSU022,45662.85,61644.55,BOX,220,19,15,5,0,"1,388",3
GOLD021,128562.5,173559.8,CAN,500,10,10,12,0,"1,220",3
GOLD022,271821.5,366959.45,CAN,"1,000.00",13,13,17,0,"2,789",3
GOLD023,18763.75,25330.85,SAC,6,23,6,2,0,203,3
ENSU023,113764.85,153582.25,CAN,400,10,10,11,0,"1,140",3
ENSU024,45662.85,61644.55,CAN,200,15,5,8,0,600,3
ENSU026,229434.55,309736.6,CAN,"1,100.00",13,13,16,0,"2,629",3
ENSU027,45662.85,61644.55,BOX,200,15,5,18,0,"1,350",3
ENSU029,113764.85,153582.25,CAN,400,10,10,11,0,"1,140",3
PEDI057,29325,39588.75,BTL,500,5,7,20,0,634,3
PEDI058,29325,39588.75,BTL,500,5,7,20,0,634,3
PEDI036,254382.05,343416.15,CAN,900,16,13,13,0,"2,704",3
PEDI041,110500,149175,CAN,400,10,10,11,0,"1,218",3
PEDI043,110500,149175,CAN,400,10,10,11,0,"1,218",3
PEDI044,226409.4,305652.35,CAN,850,10,13,16,0,"2,756",3
PEDI049,261375,352856.25,CAN,850,23,13,16,0,"2,756",3
PEDI050,231277.35,312224.55,CAN,850,23,13,16,0,"2,756",3
PEDI053,114942.95,155172.6,CAN,400,23,10,11,0,"1,218",3
PEDI054,114942.95,155172.6,CAN,400,23,10,11,0,"1,218",3
PEDI055,59500,80325,BOX,200,15,5,18,0,"1,686",3
PEDI056,59500,80325,BOX,200,15,5,18,0,"1,686",3
PEDI060,150118.5,202660.4,CAN,500,10,10,12,0,"1,150",3
PEDI061,305917.55,412988.65,CAN,"1,000.00",13,13,16,0,"2,704",3
PEDI062,17765,23982.75,SAC,50,1,5,23,0,117,3
PEDI063,137711.05,185910.3,CAN,500,10,10,12,0,"1,150",3
PEDI064,545949.9,737032.45,BOX,"2,040.00",29,14,22,0,"8,932",3
PEDI065,70602.7,95313.9,BOX,300,5,15,18,0,"1,350",3
PEDI066,268693.5,362736.65,CAN,"1,000.00",13,13,16,0,"2,704",3
PEDI067,137711.05,185910.3,CAN,500,10,10,12,0,"1,150",3
PEDI068,70602.7,95313.9,BOX,200,15,5,18,0,"1,808",3
PEDI069,137711.05,185910.3,CAN,410,10,10,12,0,"1,150",3
PEDI070,268693.5,362736.65,CAN,"1,100.00",13,13,16,0,"2,654",3
PEDI071,137711.05,185910.3,CAN,410,10,10,11,0,"1,140",3
PEDI072,284072.55,383497.9,BOX,"1,000.00",19,11,22,0,"4,477",3
SIMI015,171760.35,231876.6,CAN,"1,100.00",16,13,13,0,"3,003",3
VITA020,189317.95,255578.85,BOX,"1,160.00",7,9,25,0,"1,463",3
GLUC029,231200,312120,BTL,500,8,7,5,0,258,3
GLUC030,467500,631125,UNT,100,16,1,6,0,128,3
AUTI001,467500,631125,BTL,100,6,6,13,0,378,02-A
PRES002,417562.5,563709.8,Ea,83.33,32,22,2,0,"1,458",3
PRES003,411105.9,554993.05,Ea,80,32,22,2,0,"1,458",3
PRES004,499064.75,673737.2,Ea,100,32,22,2,0,"1,458",3
CIDE001,1305538.8,1762477.55,Ea,68.04,12,13,7,0,"1,047",3
CIDE002,305320,412182,Ea,"1,230.37",9,9,21,0,"1,701",3
CIDE003,1038483.25,1401952.6,Ea,"5,788.97",14,14,35,0,"6,860",3
CIDE004,2304578.65,3111181.05,CS,"4,626.64",32,20,29,0,"18,610",3
EMEA001,404615.3,546230.4,Ea,"3,985.00",13,13,33,0,"5,493",3
STER028,7118578.3,9610080.45,CS,208.65,26,12,11,0,"3,197",3
STER030,4603715.6,6215016.4,CS,136.08,10,10,16,0,"1,581",02-A
STER031,5289028.1,7140187.85,CS,195.05,26,12,11,0,"3,197",3
TYVE001,10741589.4,14501145.35,CS,"2,653.51",25,5,7,0,875,3
TYVE002,8170432.9,11030084.5,CS,"3,719.45",35,5,7,0,"1,225",3
TYVE003,9756067.1,13170690.5,CS,"5,284.35",50,5,7,0,"1,750",3
TYVE007,6732210.8,9088484.75,CS,"1,587.57",15,5,7,0,525,3
SEAL002,2389552.3,3225895.35,CS,162.54,15,15,14,0,"2,944",3
BOOS006,1051720.3,1419822.15,CS,204.12,10,10,16,0,"1,581",02-A
CASS002,2687700,3628395,CS,158.76,26,11,4,0,"1,166",3
KITP009,4395528.5,5933963.9,Ea,"1,450.00",27,25,10,0,"6,413",3
PMKI003,40158999.7,54214649.85,Ea,"7,144.08",77,24,18,0,"34,153",3
PMKI004,88235083,119117362.1,Ea,"7,869.83",76,24,19,0,"35,027",3
KITP010,19323530.25,26086766.05,Ea,"1,250.00",27,25,10,0,"6,413",3
PMKI005,56824766.95,76713435,Ea,"4,762.72",1,1,1,0,1,3
CONT013,35493450,47916157.5,Ea,"11,317.13",51,43,32,0,1,3
KITA004,4786495.35,6461768.85,Ea,"7,098.72",84,48,10,0,"41,099",3
PAPE002,156813.1,211697.6,Ea,226.8,8,8,8,0,442,3
DEPO002,126921.15,171343.85,BOX,16.55,3,3,7,0,113,3
TROS007,104466.7,141030.3,BOX,35.84,13,4,3,0,124,02-A
TROS006,61656.45,83236.25,BOX,23.04,10,4,3,0,116,02-A
MEDR004,402293.1,543095.6,BOX,40.25,9,5,4,0,276,02-A
LINC008,270208.2,364780.9,BOX,41.33,10,7,3,0,218,3
FELD017,483055.85,652125.1,BOX,46.43,17,8,3,0,538,3
DALA006,255413.1,344807.6,BOX,35.25,10,7,3,0,229,3
DALA007,472865.2,638367.85,BOX,41.25,10,7,3,0,307,02-A
PERF008,106335,143552.25,PCS,320,29,24,3,0,"2,088",3
BLDI002,106335,143552.25,PCS,350,30,25,5,0,"3,614",3
DIAC008,8925,12048.75,PCS,180,42,6,14,0,"3,486",3
DIAC010,213605,288366.75,PCS,210,7,7,37,0,"1,563",3
DIAC011,213605,288366.75,PCS,190,6,6,30,0,"1,080",3
DIAC013,217770,293989.5,PCS,210,6,6,38,0,"1,368",3
DIAC014,230775,311546.25,PCS,180,30,8,6,0,"1,440",3
DIAC015,2788000,3763800,PCS,280,39,9,8,0,"2,808",3
ACID001,147050,198517.5,PCS,"12,240.00",22,16,36,0,"12,672",3
SOLC002,102850,138847.5,PCS,770,10,10,25,0,"2,256",3
HEMO037,1542750,2082712.5,PCS,190,6,6,30,0,"1,080",3
DIAP004,1615000,2180250,PCS,"1,350.00",38,25,12,0,"11,250",3
DIAL001,281350,379822.5,PCS,310,23,29,4,0,"2,668",3
STAN025,38250,51637.5,PCS,120,21,14,6,0,"1,764",3
TRIC006,382500,516375,CAN,"6,340.00",18,10,32,0,"5,760",3
CLAR002,679578.4,917430.5,BOX,50,7,6,10,0,444,3
CLAR003,203796.85,275125.45,BOX,20,7,2,10,0,170,3
CLAR004,70040,94554,BOX,10,7,2,11,0,135,3
CLAR005,35632,48103.2,BOX,10,7,2,11,0,135,3
CANE001,19040,25704,BOX,10,3,2,9,0,76,02-A
CANE002,33405,45096.75,BOX,20,3,2,12,0,101,02-A
BAYC001,47515,64145.25,BOX,10,3,2,9,0,90,02-A
ZAMB002,11985,16179.75,BOX,20,10,10,6,0,"1,208",3
BEPA002,48892,66004.2,BOX,30,3,3,11,0,164,02-A
BEPA001,30479.3,41146.8,BOX,20,3,2,9,0,83,02-A
CANE005,24480,33048,BOX,10,3,2,9,0,93,3
CANE006,62900,84915,BOX,30,3,2,12,0,101,3
ZAMB001,29580,39933,BOX,50,6,6,2,0,132,3
CANE003,101235,136667.25,BOX,20,4,2,16,0,153,3
REDO002,35453.5,47862.65,BOX,70,4,4,11,0,168,3
REDO003,62747,84708.45,BOX,140,7,4,11,0,319,3
REDO004,49470,66784.5,BOX,100,4,4,14,0,240,3
CDRF002,34352.75,46376,BOX,70,4,4,11,0,169,3
REDO005,62730,84685.5,BOX,130,7,4,11,0,313,3
BERO001,36826.25,49715.65,BOX,70,4,4,11,0,168,3
REDO014,39270,53014.5,BOX,70,4,4,11,0,167,3
REDO012,47260,63801,BOX,60,5,5,8,0,219,3
REDO006,32980,44523,BOX,70,4,4,11,0,168,3
REDO007,32980,44523,BOX,100,4,4,14,0,239,3
REDO009,32980,44523,BOX,70,4,4,11,0,167,3
REDO010,77936.5,105214.7,BOX,140,11,9,6,0,688,3
REDO011,82015.65,110721,BOX,140,11,9,6,0,688,3
REDO013,34850,47047.5,BOX,140,11,9,6,0,688,3
SARI001,86165.35,116323.35,BLS,160,11,9,9,0,989,3
SARI003,93160,125766,BOX,160,11,9,9,0,989,3
FACS043,1273912,1719781.2,Ea,200,13,7,7,0,624,02-A
ONEF003,8500000,11475000,Ea,280,15,8,19,0,"2,292",1
MULT024,7242000,9776700,Ea,57.1,8,2,8,0,128,1
SWAB055,41055,55424.25,BOX,170,6,10,10,0,704,02-A
PENN015,250052.15,337570.7,BOX,170,7,13,8,0,856,3
PENN016,261958.95,353644.2,BOX,170,13,8,7,0,772,3
ULTR053,305723.75,412726.85,BOX,467,17,17,14,0,744,3
ULTR054,305723.75,412726.85,BOX,440,17,17,14,0,744,3
ULTR101,210800,284580,BOX,160,13,7,9,0,878,02-A
BACT031,2788850,3764947.5,BOX,"3,260.00",41,22,14,0,"12,163",02-A
SPIN019,977500,1319625,BOX,100,7,16,7,0,41,3
NEED043,592875,800381.25,BOX,"1,800.00",7,16,7,0,"17,575",3
SPIN021,592875,800381.25,BOX,300,7,16,7,0,"3,168",3
SPIN022,531802.5,717933.8,BOX,100,7,16,6,0,784,3
NEED048,544850,735547.5,BOX,120,5,16,5,0,"1,411",3
NEED049,474300,640305,BOX,200,5,11,5,0,151,3
CONN003,1895500,2558925,BOX,560,29,18,12,0,"5,900",3
CONN004,1649000,2226150,BOX,380,29,18,12,0,"5,900",3
VECA002,505750,682762.5,BOX,100,9,13,10,0,"1,123",3
POSI006,336600,454410,BOX,600,26,26,9,0,"3,721",02-A
QSYT002,1109250,1497487.5,BOX,850,13,9,10,0,"1,162",3
SMAR004,1058250,1428637.5,BOX,600,21,19,16,0,"6,384",3
GRAV005,4182000,5645700,CS,"2,800.00",41,40,25,0,417,3
